name,market,funding_amount,status,country,region,funding_rounds,founded_at,first_funding_at,last_funding_at
Expediciones.mx, Travel ,40000,operating,CHE,Valais,1,1335830400,1353024000,1353024000
ExpenseBot, Finance ,245000,operating,USA,Cleveland,2,1378944000,1383782400,1391212800
Expensify, Finance Technology ,6700000,operating,USA,SF Bay Area,2,1209600000,1241136000,1283817600
Experience Headphones, Entertainment ,85000,operating,CAN,British Columbia,3,1372636800,1378684800,1396224000
Experience. Inc., Curated Web ,4400000,operating,USA,Denver,1,820454400,1247184000,1247184000
Experifun, Education ,75000,operating,IND,Bangalore,1,1325376000,1385510400,1385510400
Experiment, None ,1230000,operating,USA,SF Bay Area,2,1331510400,1360022400,1370044800
Expert, Automotive ,221250,operating,USA,Chicago,1,946684800,1259884800,1259884800
ExpertBids.com, Professional Services ,20000,operating,USA,Chicago,1,1288569600,1262304000,1262304000
Expert Dynamics, Software ,450000,acquired,ISR,Tel Aviv,1,1041379200,1115510400,1115510400
ExpertFlyer, Travel ,30000,operating,USA,Long Island,1,1078444800,1078099200,1078099200
Expert Networks, Software ,2327337,operating,USA,Los Angeles,2,347155200,1348185600,1380585600
Experts 911, IT Management ,162000,operating,JOR,Al Balqa',2,1318464000,1318636800,1336608000
Expert TA, Education ,400000,operating,USA,Tulsa,1,1230768000,1352246400,1352246400
Explore Engage, Retail ,200000,operating,AUS,Sydney,1,1263945600,1302739200,1302739200
Explore.To Yellow Pages, Location Based Services ,50000,operating,USA,Dover,1,1276128000,1277424000,1277424000
Exploretrip, Travel ,432500,operating,USA,SF Bay Area,1,1199145600,1276646400,1276646400
Explorra, Social Network Media ,250000,operating,USA,SF Bay Area,1,1230768000,1230768000,1230768000
Explorys, Heathcare ,14050000,operating,USA,Cleveland,2,1230768000,1280707200,1304985600
EXPO, Curated Web ,6000000,operating,USA,New York City,2,1083369600,1166572800,1185840000
EXPO Communications, Curated Web ,650000,operating,USA,New York City,2,1072915200,1246320000,1307318400
Exponential Entertainment, Consumer Internet ,1464200,operating,USA,Seattle,1,1167609600,1263340800,1263340800
ExpoPromoter, Events ,1000000,operating,GBR,London,1,1167609600,1295568000,1295568000
Exposed Vocals, Social Media ,250000,operating,USA,New York City,1,1293840000,1373932800,1373932800
Expreem, iPhone ,100000,operating,HKG,Hong Kong Island,1,1263168000,1294617600,1294617600
eXpresso, Communities ,2000000,operating,USA,SF Bay Area,1,915148800,1192579200,1192579200
Express Oil Group, None ,37400612,operating,USA,St. Louis,1,1262304000,1279065600,1279065600
expressor software, Data Integration ,29050000,acquired,USA,Boston,4,1167609600,1183248000,1324252800
ExRo Technologies, Clean Technology ,300000,operating,CAN,Vancouver,1,1136073600,1136073600,1136073600
ExSafe, Security ,1200000,operating,IRL,Dublin,1,1136073600,1207008000,1207008000
ExtendCredit.com, Software ,863400,operating,USA,Anaheim,1,1259625600,1379635200,1379635200
Extended Care Information Network, Health Care ,16000000,acquired,USA,Chicago,3,788918400,949276800,985996800
Extend Labs, Biotechnology ,3125000,operating,USA,SF Bay Area,2,1325376000,1345075200,1368748800
Extend Media, Video ,33200000,acquired,USA,Boston,3,662688000,1142467200,1228089600
ExteNet Systems, Wireless ,155900000,operating,USA,Chicago,2,1041379200,1211155200,1264377600
Extension Entertainment, Music ,2750000,operating,USA,New York City,3,1267401600,1273968000,1329264000
Externautics, Biotechnology ,3890000,operating,ITA,Toscana,1,1167609600,1212624000,1212624000
Extole, Software ,35950000,operating,USA,SF Bay Area,7,1254355200,1238544000,1386633600
ExTractApps, Software ,167500,closed,USA,SF Bay Area,1,1243814400,1270598400,1270598400
ExtraFootie, Social Media ,411150,operating,BEL,Brussels,1,1188604800,1188604800,1188604800
ExtraHop Networks, Information Technology ,60100000,operating,USA,Seattle,3,1167609600,1239667200,1401321600
ExtraOrtho, Biotechnology ,3620185,operating,USA,Memphis,1,1167609600,1292803200,1292803200
Extraprise, Consulting ,5100000,operating,USA,Boston,1,852076800,1124755200,1124755200
Extreme DA, Software ,7380000,acquired,USA,SF Bay Area,1,1041379200,1175731200,1175731200
Extreme Enterprises, Enterprise Software ,1455000,closed,USA,Tampa,8,1196208000,1210291200,1257033600
Extreme Reach, Advertising ,148100029,operating,USA,Boston,8,1167609600,1232668800,1392681600
Extreme Reach (formerly BrandAds), Brand Marketing ,180000,acquired,USA,SF Bay Area,1,1317427200,1318550400,1318550400
Extreme Reality, 3D ,18000000,operating,ISR,Tel Aviv,2,1109635200,1320969600,1385424000
ExtremeScapes of Central Texas, Consumers ,15500,operating,USA,Austin,1,1379894400,1382918400,1382918400
Extreme Startups, Automotive ,8800000,operating,CAN,Toronto,2,1325376000,1327968000,1359676800
exurbe cosmetics, E-Commerce ,200000,operating,CHE,Zurich,1,1375315200,1370044800,1370044800
Exuru!, E-Commerce ,150000,closed,GBR,Leeds,1,1309478400,1309478400,1309478400
EXUSMED. Inc., Health and Wellness ,146000,operating,USA,San Diego,1,1372636800,1377561600,1377561600
eYantra Industries, Software ,7500000,operating,IND,Hyderabad,1,978307200,1278547200,1278547200
e(ye)BRAIN, Biotechnology ,5100000,operating,FRA,Ivry-sur-seine,2,1199145600,1258502400,1349740800
EyeEm, Apps ,6000000,operating,DEU,Berlin,2,1296518400,1312416000,1374019200
Eye-Fi, Cloud Computing ,36500000,operating,USA,SF Bay Area,4,1104537600,1181520000,1330473600
EyeGate Pharmaceuticals, Biotechnology ,56443814,operating,USA,Bangor,8,883612800,1162425600,1406505600
Eyegroove, Mobile ,1350000,operating,USA,SF Bay Area,2,1380585600,1362096000,1399248000
EyeJot, Messaging ,1150000,operating,USA,Seattle,2,1167609600,1167609600,1177977600
eYeka, Social Media ,9340000,operating,FRA,Paris,2,1136073600,1141171200,1263513600
Eyelation, Software ,1300000,operating,USA,Chicago,1,1230768000,1390348800,1390348800
Eyenalyze, Finance ,186000,operating,USA,Little Rock,1,1238544000,1374537600,1374537600
EyeNetra, Biotechnology ,7000000,operating,USA,Boston,3,1293840000,1343347200,1406592000
Eyeona, Curated Web ,2000000,closed,USA,SF Bay Area,1,1293840000,1318204800,1318204800
Eyeonplay, Curated Web ,19791,operating,ITA,Roncade,1,1356998400,1356998400,1356998400
eyeOS, WebOS ,1445300,acquired,ESP,Barcelona,1,1122854400,1309392000,1309392000
Eye-Pharma, Biotechnology ,145500,operating,USA,Little Rock,1,1356998400,1391558400,1391558400
Eye-Q, Health and Wellness ,4500000,operating,IND,New Delhi,1,1167609600,1391040000,1391040000
EyesBot, Software ,40000,operating,USA,Las Vegas,1,1356998400,1386892800,1386892800
EyeScience, Health and Wellness ,1150080,operating,USA,Columbus. Ohio,3,1167609600,1249516800,1300406400
eyesFinder, Software ,395000,operating,USA,Los Angeles,1,1356998400,1401840000,1401840000
eyeSight Mobile Technologies, Software ,10900000,operating,ISR,Tel Aviv,2,1104537600,1321920000,1362096000
EyeSpot, Software ,3700000,closed,USA,Los Angeles,1,1104537600,1159660800,1159660800
eyetok, Search ,50000,operating,ESP,Barcelona,1,1362355200,1391212800,1391212800
EyeVerify, Security ,10424729,operating,USA,Kansas City,4,1325376000,1337904000,1408492800
Eyeview, Online Video Advertising ,20350000,operating,USA,New York City,4,1193875200,1212278400,1374710400
EZ4U, Software ,40000,operating,PRT,Castelo Branco,1,1262304000,1313712000,1313712000
Ezakus, Big Data ,8576699,operating,USA,New York City,2,1309478400,1306886400,1379894400
EZ-Apps, Mobile ,650000,operating,USA,Santa Barbara,1,1072915200,1199145600,1199145600
e-Zassi, Portals ,1000000,operating,USA,Jacksonville,1,1207785600,1398124800,1398124800
EZBOB, Finance Technology ,9746991,operating,GBR,London,3,1320105600,1322697600,1372636800
ezCater, Restaurants ,6790000,operating,USA,Boston,3,1185926400,1317772800,1397520000
EZDOCTOR, Medical ,2500000,operating,USA,Ft. Lauderdale,1,1373155200,1365984000,1365984000
Ezetap, Mobile ,11500000,operating,IND,Bangalore,3,1293840000,1351728000,1395273600
eziCONEX, Web Development ,500000,operating,GBR,Manchester,1,1338336000,1370044800,1370044800
EZ LIFT Rescue Systems, Hardware + Software ,316539,operating,USA,Salt Lake City,1,1293840000,1389744000,1389744000
EzLike, Advertising ,100000,operating,BRA,Sao Paulo,1,1335830400,1335830400,1335830400
EZMove, E-Commerce ,165000,operating,IND,Pune,1,1356998400,1408665600,1408665600
ezNetPay, Software ,1000000,operating,USA,Des Moines,1,1104537600,1391990400,1391990400
Ezoic, Monetization ,5600000,operating,USA,San Diego,1,1285891200,1384300800,1384300800
eZono, Health Care ,10000000,operating,DEU,Jena,1,1072915200,1357171200,1357171200
EZprints.com, E-Commerce ,8000000,operating,USA,Atlanta,1,883612800,1168128000,1168128000
Ezra Innovations, Biotechnology ,6280600,operating,USA,Little Rock,2,1199145600,1335139200,1361750400
eZ Systems, Content ,9409460,operating,NOR,Skien,2,915148800,1175558400,1293926400
Ezuza, E-Commerce ,1202605,operating,USA,Philadelphia,3,1167609600,1297382400,1401408000
EzyInsights, Social Media ,780511,operating,FIN,Helsinki,1,1338508800,1370044800,1370044800
ezzai - how to arabia, Curated Web ,45000000,closed,USA,Chicago,1,1280620800,1280620800,1280620800
F2G, Biotechnology ,41754244,operating,GBR,Manchester,2,883612800,1219017600,1346803200
F3 Foods, E-Commerce ,50000,operating,USA,Phoenix,1,1325376000,1398297600,1398297600
f4samurai, Games ,99310,operating,JPN,Tokyo,2,1262908800,1265155200,1354233600
F.8 Interactive, Games ,150000,operating,USA,Los Angeles,1,1167609600,1367280000,1367280000
Fab, Design ,336325000,operating,USA,New York City,11,1307577600,1264636800,1376265600
Fabkids, E-Commerce ,2600000,acquired,USA,SF Bay Area,1,1325376000,1343865600,1343865600
Fabric7 Systems, Web Hosting ,18400000,operating,USA,SF Bay Area,1,1009843200,1134432000,1134432000
Fabricly, E-Commerce ,400000,operating,USA,New York City,1,1262304000,1290038400,1290038400
fabrik, Flash Storage ,51300000,acquired,USA,SF Bay Area,4,1122854400,1125532800,1177977600
FabriQate, Internet ,20000,operating,GBR,London,2,1220313600,1217548800,1250640000
fabrooms, Home & Garden ,100000,operating,DEU,Munich,1,1356998400,1362355200,1362355200
Fabule, Hardware + Software ,175000,operating,CAN,Montreal,2,1356998400,1368316800,1377734400
FabZat, Games ,600000,operating,FRA,Aquitaine,1,1359676800,1402272000,1402272000
Facebook, Communities ,2425700000,operating,USA,SF Bay Area,11,1075593600,1093996800,1295568000
Face.com, Photography ,5300000,acquired,ISR,Tel Aviv,3,1112313600,1235692800,1317686400
FaceFirst (Airborne Biometrics), Software ,2136552,operating,USA,Santa Barbara,3,1167609600,1271894400,1291939200
FaceOn Mobile, Mobile ,102400,operating,USA,SF Bay Area,1,1293840000,1335225600,1335225600
Facet Decision Systems, Location Based Services ,1507645,operating,CAN,Vancouver,1,662688000,1320019200,1320019200
Face to Face Live, Mobile ,250000,operating,USA,Phoenix,1,1136073600,1245196800,1245196800
Facio, Big Data ,300000,operating,USA,Atlanta,2,1312156800,1312156800,1336003200
Factabase, Big Data Analytics ,500000,operating,ARE,Dubai,1,1199145600,1230768000,1230768000
Factery, Curated Web ,1200000,closed,USA,SF Bay Area,1,1238544000,1252540800,1252540800
Faction Skis, Manufacturing ,3000000,operating,CHE,Valais,4,1136073600,1164931200,1350950400
Factonomy, Software ,2072000,operating,GBR,East Lothian,2,1041379200,1154995200,1212105600
Factor.io, Software ,145000,operating,USA,Portland. ME,1,1351728000,1372464000,1372464000
Factory Logic, Software ,8000000,operating,USA,Austin,1,725846400,1117756800,1117756800
Factory Media Limited, Video ,6821772,acquired,GBR,London,1,1164931200,1164931200,1164931200
Factual, Databases ,27000000,operating,USA,Los Angeles,3,1167609600,1265155200,1291852800
Faculte, Education ,2998932,operating,USA,Huntsville,1,1167609600,1256601600,1256601600
FAGUO, Mobile ,1920000,operating,FRA,Paris,1,1199145600,1352160000,1352160000
Fair Observer, Analytics ,60000,operating,USA,SF Bay Area,1,1301616000,1280620800,1280620800
Fairphone, Hardware + Software ,23481,operating,NLD,Amsterdam,1,1262304000,1341100800,1341100800
FairSoftware, Curated Web ,100000,closed,USA,SF Bay Area,1,1167609600,1167609600,1167609600
FaithStreet, Finance ,1100000,operating,USA,New York City,1,1280620800,1378857600,1378857600
Falcon Social, Enterprises ,7719600,operating,DNK,Copenhagen,1,1291161600,1376611200,1376611200
Falco Pacific Resource Group, Real Estate ,5100000,operating,CAN,Vancouver,1,1338336000,1384387200,1384387200
Fallbrook Technologies, Wind ,145287897,operating,USA,San Diego,8,883612800,1231718400,1405296000
FameBit, Marketplaces ,1500000,operating,USA,Los Angeles,2,1364774400,1377993600,1403222400
FameCast, Games ,9700000,closed,USA,Austin,3,1167609600,1180656000,1269907200
Famely, Media ,19252,operating,CZE,Prague,1,1400630400,1396137600,1396137600
Famigo. Inc., Mobile ,2020000,operating,USA,Austin,3,1262304000,1240358400,1398902400
Familiar, Photography ,1300000,acquired,USA,Seattle,2,1293840000,1304208000,1347926400
Family Archival Solutions, Financial Services ,150000,operating,USA,Los Angeles,2,1383264000,1362096000,1395792000
FamilyFinds, Curated Web ,5750000,closed,USA,Los Angeles,1,1267401600,1291161600,1291161600
Family HealthCare Network, Nonprofits ,726694,operating,USA,Fresno,1,189302400,1384128000,1384128000
Family Housing Investments, Real Estate ,40000,operating,USA,Boston,1,1251763200,1400284800,1400284800
FamilyLeaf, Social Media ,984000,acquired,USA,SF Bay Area,2,1330560000,1325376000,1368576000
FamilyLink, Social Media ,3650000,operating,USA,Salt Lake City,2,1149120000,1185926400,1203897600
Family Nation, Hospitality ,64330,operating,ITA,Florence,1,1293840000,1384819200,1384819200
Familytic, Social Media ,12000,operating,DEU,Leonberg,1,1302480000,1296691200,1296691200
Famo.us, Mobile ,30210000,operating,USA,SF Bay Area,4,1306886400,1325289600,1407888000
Fanatics, E-Commerce ,395000000,acquired,USA,Jacksonville,2,788918400,1339027200,1370476800
fanatix, Messaging ,3500000,operating,GBR,London,4,1319155200,1319155200,1400716800
Fanattac, Music ,1000000,operating,USA,Los Angeles,1,1293840000,1320105600,1320105600
Fanbase, Curated Web ,5000000,operating,USA,SF Bay Area,1,1249084800,1251072000,1251072000
fanbook Inc., Facebook Applications ,106778,operating,JPN,Tokyo,1,1299110400,1301961600,1301961600
FanBoom, Curated Web ,10000,closed,USA,Hartford,1,1188604800,1199145600,1199145600
FanBridge, Television ,2350000,operating,USA,SF Bay Area,2,1136073600,1235865600,1288569600
FanChatter, Software ,20000,operating,USA,Twin Cities,1,1167609600,1243814400,1243814400
Fancloud, Sports ,217000,operating,USA,Los Angeles,2,1298073600,1321142400,1321660800
Fancorps, Social Media ,100000,operating,USA,Atlanta,1,1104537600,1180656000,1180656000
Fancred, Social Media ,5118000,operating,USA,Boston,4,1343779200,1354060800,1408579200
Fancy, Online Shopping ,78000000,operating,USA,New York City,5,1230768000,1243814400,1378684800
FancyBox, Digital Media ,2192936,operating,CHL,Santiago,3,1333584000,1333584000,1383091200
Fandeavor, Ticketing ,525000,operating,USA,Las Vegas,1,1314748800,1343779200,1343779200
FanDistro, Games ,700000,operating,USA,Hartford,1,1293840000,1392681600,1392681600
FanDuel, Fantasy Sports ,86200000,operating,USA,New York City,6,1248134400,1193875200,1409616000
FanFound, Music ,500000,closed,USA,Chicago,1,1293840000,1293840000,1293840000
FanFueled, Incentives ,1100000,operating,USA,Chicago,3,1262304000,1321315200,1359676800
FanGager (MyBrandz), Curated Web ,400000,operating,USA,New York City,1,1233446400,1233446400,1233446400
Fangdd, Real Estate ,80000000,operating,CHN,Shenzhen,1,1293840000,1405382400,1405382400
Fangtek, Manufacturing ,26000000,operating,USA,SF Bay Area,4,1041379200,1044057600,1149724800
FanIQ, Sports ,1008401,operating,JPN,Kochi,3,1136073600,1188604800,1273190400
Fanitics, Games ,25000,closed,USA,SF Bay Area,1,1283299200,1364774400,1364774400
FanKave, Sports ,954964,operating,USA,SF Bay Area,1,1383264000,1395273600,1395273600
Fanli website, Curated Web ,10000000,operating,CHN,Shanghai,1,1162339200,1309478400,1309478400
Fanminder, Social Media Marketing ,1000000,operating,USA,SF Bay Area,1,1222992000,1320105600,1320105600
Fanmode, Services ,2400000,operating,GBR,London,1,1325376000,1406160000,1406160000
Fannabee, Collectibles ,96744,operating,ITA,Trento,3,1379980800,1358208000,1379980800
Fanshout, Video Streaming ,45000,operating,USA,Los Angeles,1,1356998400,1403740800,1403740800
FanSnap, Sports ,15700000,closed,USA,SF Bay Area,3,1167609600,1227484800,1250035200
FansUnite, Sports ,241935,operating,CAN,Vancouver,1,1330300800,1381968000,1381968000
Fantasy Buzzer, Sports ,385000,operating,USA,New York City,1,1338508800,1372723200,1372723200
Fantasy Feud, Social Games ,1014597,operating,CAN,Toronto,1,1301616000,1335312000,1335312000
FantasyHub, Social Fundraising ,100000,operating,USA,Denver,2,1372636800,1375315200,1395705600
FantasySalesTeam, Curated Web ,640000,operating,USA,Austin,1,1325376000,1397606400,1397606400
Fantasy Shopper, Shopping ,3563271,operating,GBR,Exeter,2,1288569600,1291852800,1327276800
Fanta-Z Holdings, Games ,2704995,operating,USA,Las Vegas,2,1230768000,1251158400,1299196800
Fantazzle Fantasy Sports Games, Fantasy Sports ,352239,operating,USA,Washington D.C.,2,1210032000,1259798400,1264550400
Fantom, Music ,640086,operating,IRL,Dublin,2,1232323200,1293840000,1324598400
Fantoo, Web Development ,1550857,operating,GBR,London,2,1325376000,1385510400,1399507200
FanTrail, iOS ,500000,closed,USA,Austin,1,1284422400,1302825600,1302825600
FanTree, Technology ,678750,operating,USA,Atlanta,4,1333065600,1325376000,1373932800
Fantrotter, Curated Web ,50000,operating,USA,New York City,2,1367366400,1363132800,1381622400
Fan TV, Consumer Electronics ,8393798,operating,USA,SF Bay Area,1,1262304000,1400025600,1400025600
Fanwards, Sales and Marketing ,65000,operating,ARG,Buenos Aires,2,1310515200,1314835200,1331078400
FanXchange, Marketplaces ,9900000,operating,CAN,Toronto,4,1230768000,1230768000,1393632000
FanXT, Digital Media ,330000,operating,MYS,Kuala Lumpur,1,1331337600,1341878400,1341878400
Fanzila, Blogging Platforms ,1000000,operating,ISR,Tel Aviv,2,1104537600,1104537600,1317686400
Fanzo, Social Media ,125000,operating,USA,Seattle,1,1325376000,1364860800,1364860800
Fanzter, Software ,4000000,operating,USA,Hartford,2,1180656000,1199145600,1236038400
Fanzy, Enterprise Software ,1500000,operating,USA,SF Bay Area,4,1296518400,1313020800,1364169600
Fara, E-Commerce ,1052500,operating,USA,SF Bay Area,2,1293840000,1342051200,1346371200
Farecast, Transportation ,20600000,acquired,USA,Seattle,3,1041379200,1096588800,1167609600
Farehelper, Public Transportation ,10000,operating,USA,Chicago,1,1270080000,1292976000,1292976000
Farelogix, Travel ,6000000,operating,USA,Miami,1,883612800,1109721600,1109721600
FarFaria, Education ,3250000,operating,USA,SF Bay Area,1,1288569600,1391472000,1391472000
Farfetch, Fashion ,108500000,operating,USA,Los Angeles,4,1167609600,1278633600,1398902400
Fariqak, Fantasy Sports ,82353,operating,USA,Ohio,1,1356998400,1390780800,1390780800
FarmaciaClub, E-Commerce ,390360,operating,BRA,Espirito Santo,1,1325376000,1357430400,1357430400
Farmacias Inteligentes 24, Medical ,30000,operating,MEX,Yucatan,1,1381536000,1402185600,1402185600
Farman, Biotechnology ,514640,operating,ITA,Milan,1,1199145600,1384732800,1384732800
farmbuy, Advertising ,1600000,operating,NOR,Aust-Agder,1,1230768000,1377475200,1377475200
FarmDrop, E-Commerce ,1265032,operating,GBR,London,2,1325376000,1375747200,1407369600
Farmeron, SaaS ,4065000,operating,USA,Atlanta,6,1291161600,1285891200,1400803200
FarmersWeb, E-Commerce ,1000000,operating,USA,New York City,1,1293840000,1369958400,1369958400
farmhopping, Collaborative Consumption ,108189,operating,BGR,Sofia,4,1325376000,1343692800,1385856000
Farmia, Agriculture ,129538,operating,BGR,Sofia,4,1379894400,1346457600,1404518400
Farmigo, Green Consumer Goods ,10000000,operating,USA,New York City,2,1249084800,1249084800,1341100800
FarmLogs, Software ,5000000,operating,USA,Detroit,3,1325376000,1330560000,1389744000
Farmstr, E-Commerce ,1300000,operating,USA,Seattle,1,1359676800,1401148800,1401148800
FARR Technologies, Social Media ,562500,operating,USA,Sioux City,1,1325376000,1388534400,1388534400
Farseer, Internet ,100000,operating,USA,Bangor,1,1356998400,1396483200,1396483200
Fashinating, News ,134101,operating,CYP,Larnaca,2,1251763200,1270080000,1312156800
Fashioholic, Games ,1000000,operating,ISR,Haifa,1,1277942400,1376352000,1376352000
Fashiolista, Fashion ,500000,operating,NLD,Amsterdam,1,1272412800,1294790400,1294790400
FashionAde.com (Abundant Closet), E-Commerce ,60000,closed,USA,Atlanta,1,1199145600,1266883200,1266883200
fashionandyou.com, Fashion ,10000000,operating,IND,New Delhi,1,1230768000,1402012800,1402012800
Fashion GPS, Software ,4000000,operating,GBR,London,1,1136073600,1380585600,1380585600
Fashion Playtes, E-Commerce ,15031860,closed,USA,Boston,5,1209600000,1250208000,1386892800
Fashion Project, Fashion ,5100000,operating,USA,Boston,3,1293840000,1345680000,1394409600
Fashionspace, Marketplaces ,200000,closed,GBR,Farrington Gurney,1,1191196800,1339977600,1339977600
FashionStake, Social Media ,400000,acquired,USA,New York City,1,1280620800,1281744000,1281744000
Fashion To Figure, Fashion ,2083635,operating,USA,New York City,1,1009843200,1309910400,1309910400
Fashion & You, E-Commerce ,48000000,operating,IND,New Delhi,2,1258329600,1291852800,1321228800
Fashism, Fashion ,1000000,closed,USA,New York City,1,1230768000,1290124800,1290124800
Fastacash, Curated Web ,8500000,operating,SGP,Central Region,3,1325376000,1325376000,1401840000
Fastback Networks, Mobile ,15000000,operating,USA,SF Bay Area,1,1262304000,1367798400,1367798400
FastCAP, Hardware + Software ,6975002,operating,USA,Boston,2,1199145600,1276473600,1396224000
FastCustomer, Customer Service ,750000,operating,USA,Washington D.C.,1,1293840000,1315440000,1315440000
fastDove, Messaging ,130000,operating,ESP,Barcelona,1,1238544000,1241136000,1241136000
Fast Drinks, Hospitality ,4503100,operating,ESP,Valladolid,1,1104537600,1380758400,1380758400
FasterPants, Fashion ,40000,operating,USA,New York City,1,1262304000,1312156800,1312156800
FAST FELT, None ,500000,operating,USA,Houston,1,1167609600,1277683200,1277683200
FastHealth, Biotechnology ,48000,operating,USA,Huntsville,1,1616371200,1254700800,1254700800
Fastly, Web Hosting ,14000000,operating,USA,SF Bay Area,3,1299542400,1293840000,1370390400
Fastmobile, Technology ,12000000,acquired,USA,Chicago,1,1041379200,1116201600,1116201600
Fastnet Oil and Gas, None ,15152514,operating,GBR,Cheshire,1,1201824000,1385510400,1385510400
Fastnote, MicroBlogging ,800000,operating,USA,Los Angeles,2,1259625600,1259625600,1293753600
FastPay, Finance ,35000000,operating,USA,Los Angeles,3,1230768000,1297296000,1361318400
Fastpoint Games, Facebook Applications ,5900000,acquired,USA,Los Angeles,2,1290988800,1268179200,1290988800
Fastpoint Games, Technology ,10110000,operating,USA,Phoenix,3,1262304000,1182902400,1253664000
Fastr, Education ,100000,operating,LVA,Riga,2,1344902400,1355270400,1371081600
FastScaleTechnology, Finance ,12000000,acquired,USA,SF Bay Area,2,1136073600,1175040000,1239667200
Fast Society, Messaging ,275000,operating,USA,New York City,1,1249084800,1288569600,1288569600
FastSoft, Software ,5575000,acquired,USA,Los Angeles,4,1136073600,1181520000,1346716800
Fast Track Asia, None ,3026134,operating,KOR,Seoul,1,1320105600,1353110400,1353110400
Fatboy Labs, Software ,450000,operating,USA,Dallas,1,1293840000,1311292800,1311292800
Fathom Online, Advertising ,6000000,acquired,USA,SF Bay Area,1,1009843200,1088640000,1088640000
Fatigue Science, Hardware + Software ,300000,operating,USA,Twin Cities,1,1136073600,1255824000,1255824000
FatRedCouch, Educational Games ,550000,operating,USA,SF Bay Area,1,1230768000,1338508800,1338508800
Fat Spaniel Technologies, Clean Technology ,32630837,acquired,USA,SF Bay Area,4,1041379200,1160956800,1260489600
FatTail, Finance ,3500000,operating,USA,Los Angeles,1,978307200,1224028800,1224028800
Fatwire, Software ,8100000,acquired,USA,Long Island,1,820454400,1264723200,1264723200
Faveeo, Public Relations ,350000,operating,CHE,Geneva,1,1343088000,1382918400,1382918400
Fave Media, Search ,1600000,operating,USA,Chicago,1,1141171200,1200528000,1200528000
Faveous, Curated Web ,170000,operating,FRA,Paris,1,1288569600,1307577600,1307577600
Favery, Software ,415000,operating,USA,Napa Valley,1,1343779200,1360108800,1360108800
Faves, Web Tools ,1500000,closed,USA,Seattle,1,1101859200,1072915200,1072915200
Favista Real Estate, Real Estate ,2000000,operating,IND,New Delhi,1,1322697600,1325376000,1325376000
Favoe, Software ,35687,operating,KOR,Seoul,1,1376006400,1375660800,1375660800
Favor, Logistics Company ,3860000,operating,USA,Austin,3,1341360000,1364774400,1409788800
fav.or.it, Blogging Platforms ,712000,closed,GBR,London,1,1185926400,1234915200,1234915200
FD9 Group, Fashion ,1808240,operating,USA,Los Angeles,1,1349049600,1348444800,1348444800
FDM Digital Solutions, Design ,1303116,operating,GBR,Burnley,1,1356998400,1389225600,1389225600
Fe3 Medical, Biotechnology ,8209458,operating,USA,SF Bay Area,3,1199145600,1285632000,1293840000
Fear Hunters, Education ,493847,operating,BEL,Brussels,2,1220227200,1325376000,1390176000
Feathr, Mobile ,417606,operating,USA,Washington D.C.,6,1293840000,1338508800,1370390400
FedBid, Governments ,2000000,operating,USA,Washington D.C.,2,978307200,1134518400,1326844800
Federal Finance, Finance ,3000000,operating,RUS,Moscow,2,1343606400,1343606400,1385596800
Federated Media, Advertising ,57450000,operating,USA,SF Bay Area,4,1104537600,1118880000,1207008000
Federated Sample, Analytics ,2800000,operating,USA,New Orleans,1,1268179200,1320710400,1320710400
Fedora Pharmaceuticals, Biotechnology ,200100,operating,CAN,Edmonton,1,1325376000,1368489600,1368489600
FedTax, Storage ,135000,operating,USA,Seattle,1,1214870400,1325030400,1325030400
Feedback-Machine, Analytics ,40000,operating,BRA,Sao Paulo,1,1325376000,1353888000,1353888000
Feedbooks, Mobile ,843242,operating,FRA,Paris,3,1180656000,1167609600,1264982400
FeedBurner, Curated Web ,8000000,acquired,USA,Chicago,2,1075593600,1086048000,1112313600
FeedHenry, PaaS ,9000000,operating,USA,Boston,1,1272672000,1367452800,1367452800
Feeding Forward, Nonprofits ,20000,operating,USA,SF Bay Area,1,1354665600,1398902400,1398902400
Feedjit, Analytics ,450000,operating,USA,Seattle,1,1183248000,1199491200,1199491200
Feedlooks, News ,20000,operating,JPN,Kochi,1,1270080000,1283299200,1283299200
FeedMagnet, Twitter Applications ,250000,acquired,USA,Austin,1,1230768000,1253836800,1253836800
Feedtrace, Twitter Applications ,130000,acquired,USA,New York City,1,1249862400,1267401600,1267401600
FeedVisor, E-Commerce ,7700000,operating,ISR,Tel Aviv,2,1298937600,1382486400,1409011200
Feedzai, Software ,4473643,operating,USA,SF Bay Area,2,1318896000,1304640000,1361232000
FeeFighters, Payments ,1835000,acquired,USA,Chicago,4,1230768000,1272672000,1294790400
FeeSeeker.com. LLC, Finance ,20000,operating,USA,Las Vegas,1,1309478400,1312156800,1312156800
FeeX - Robin Hood of Fees, Finance ,9500000,operating,USA,New York City,2,1325376000,1377561600,1408579200
Femasys, Manufacturing ,6406502,operating,USA,Atlanta,6,1072915200,1244592000,1379894400
femeninas, Beauty ,25000,operating,USA,SF Bay Area,2,1167609600,1343692800,1362096000
FemmePharma Global Healthcare, Health and Wellness ,2030580,operating,USA,Newark,2,820454400,1271203200,1320105600
Fenergo, Banking ,5146400,operating,IRL,Dublin,1,1230768000,1381190400,1381190400
Ferevo, Advertising ,135000,operating,USA,Salt Lake City,3,1325376000,1364774400,1407283200
